,거래소코드,회계년도,종가,상장주식수,시가총액
1744,215380,2019/12,5370,10613511,56994554070
1744,217820,2018/12,9990,4900000,48951000000
1744,263020,2020/12,9880,7763202,76700435760
1745,001470,2015/12,4165,8802687,36663191355
1745,009810,2011/12,467,26301473,12282787891
1745,011080,2012/12,1135,11700000,13279500000
1745,025880,2014/12,1565,12423613,19442954345
1745,044480,2013/12,1840,8600000,15824000000
1745,066790,2017/12,587,80808335,47434492645
1745,066910,2018/12,2230,21896161,48828439030
1745,094190,2019/12,787,72327965,56922108455
1745,128660,2016/12,1935,24803369,47994519015
1745,219420,2020/12,7670,10000000,76700000000
1745,290380,2021/12,6630,14478326,95991301380
1746,006340,2020/12,1080,71016967,76698324360
1746,030270,2011/12,10200,1200000,12240000000
1746,044060,2018/12,4930,9885656,48736284080
1746,057680,2019/12,1405,40494755,56895130775
1746,065440,2013/12,1630,9658100,15742703000
1746,078590,2015/12,2840,12875270,36565766800
1746,082800,2016/12,1260,37937500,47801250000
1746,094860,2014/12,482,40174468,19364093576
1746,123300,2012/12,1990,6670000,13273300000
1746,200470,2017/12,2700,17553680,47394936000
1746,208140,2021/12,2945,32529824,95800331680
1747,003495,2014/12,17350,1110794,19272275900
1747,011330,2012/12,400,32700000,13080000000
1747,058450,2011/12,1250,9780000,12225000000
1747,072470,2019/12,3010,18887341,56850896410
1747,081150,2020/12,3160,24268402,76688150320
1747,083500,2017/12,7150,6625485,47372217750
1747,094970,2015/12,2180,16748240,36511163200
1747,111110,2021/12,10150,9429475,95709171250
1747,138070,2018/12,5430,8972183,48718953690
1747,165270,2013/12,3400,4573630,15550342000
1747,217190,2016/12,5440,8769174,47704306560
1748,001080,2021/12,23050,4150000,95657500000
1748,005670,2011/12,3050,4000000,12200000000
1748,012790,2019/12,7150,7900000,56485000000
1748,032750,2016/12,7940,6000000,47640000000
1748,039670,2017/12,1605,29472296,47303035080
1748,049120,2013/12,877,17718250,15538905250
1748,052860,2018/12,3075,15795038,48569741850
1748,070300,2014/12,3095,6166074,19083999030
1748,096040,2012/12,2075,6303124,13078982300
1748,131100,2020/12,1885,40682403,76686329655
1748,154030,2015/12,6000,6076620,36459720000
1749,007460,2014/12,1825,10425527,19026586775
1749,008830,2013/12,17250,898752,15503472000
1749,010600,2015/12,2390,15249884,36447222760
1749,010660,2016/12,21600,2200000,47520000000
1749,014710,2021/12,5550,17218543,95562913650
1749,017650,2019/12,1255,45000000,56475000000
1749,033550,2012/12,752,17287991,13000569232
1749,048770,2018/12,3765,12900000,48568500000
1749,065560,2011/12,1350,9035417,12197812950
1749,103840,2020/12,5950,12858000,76505100000
1749,171010,2017/12,4130,11382966,47011649580
1750,000520,2017/12,8530,5500000,46915000000
1750,001020,2019/12,628,89922517,56471340676
1750,002680,2018/12,2330,20800000,48464000000
1750,025270,2012/12,16050,800000,12840000000
1750,036480,2013/12,40600,380000,15428000000
1750,037440,2021/12,6860,13922475,95508178500
1750,052900,2020/12,1625,46885499,76188935875
1750,069140,2014/12,4190,4540083,19022947770
1750,083570,2011/12,4675,2607905,12191955875
1750,130500,2015/12,5200,7000000,36400000000
1750,219750,2016/12,30500,1556450,47471725000
1751,006110,2015/12,3305,11000000,36355000000
1751,006920,2019/12,5150,10920000,56238000000
1751,010240,2021/12,7750,12322696,95500894000
1751,025950,2018/12,5760,8400000,48384000000
1751,037760,2011/12,512,23734932,12152285184
1751,050760,2016/12,2905,16334678,47452239590
1751,052860,2020/12,4300,17694054,76084432200
1751,054410,2012/12,2535,5060000,12827100000
1751,066110,2013/12,1005,15300000,15376500000
1751,199800,2014/12,3910,4850619,18965920290
1751,226360,2017/12,1850,25322574,46846761900
1752,007390,2012/12,438,29155322,12770031036
1752,038340,2018/12,3600,13434453,48364030800
1752,046310,2011/12,1745,6940000,12110300000
1752,056730,2013/12,792,19337785,15315525720
1752,057030,2017/12,2870,16312697,46817440390
1752,071280,2015/12,4420,8224402,36351856840
1752,073010,2014/12,2005,9444037,18935294185
1752,076610,2021/12,1170,81619749,95495106330
1752,092780,2020/12,5770,13168460,75982014200
1752,121850,2016/12,4760,9936145,47296050200
1752,204020,2019/12,2790,20147430,56211329700
1753,004920,2013/12,812,18841800,15299541600
1753,005320,2016/12,7990,5914052,47253275480
1753,008900,2015/12,2225,16242217,36138932825
1753,023150,2017/12,6340,7378526,46779854840
1753,031860,2014/12,1415,13375930,18926940950
1753,038010,2011/12,13450,900000,12105000000
1753,045510,2019/12,1745,32209292,56205214540
1753,050120,2020/12,558,135640864,75687602112
1753,053260,2021/12,5100,18720000,95472000000
1753,060260,2012/12,558,22877081,12765411198
1753,060900,2018/12,961,50211741,48253483101
1754,009190,2015/12,585,61589669,36029956365
1754,009730,2011/12,603,19978530,12047053590
1754,024940,2012/12,1275,10000000,12750000000
1754,031860,2013/12,1130,13375930,15114800900
1754,052600,2020/12,6530,11563700,75510961000
1754,066130,2018/12,3755,12800000,48064000000
1754,073640,2014/12,701,26900000,18856900000
1754,075130,2017/12,5220,8960000,46771200000
1754,120115,2021/12,34350,2767860,95075991000
1754,170790,2019/12,8190,6856330,56153342700
1754,171010,2016/12,4150,11382966,47239308900
1755,004140,2017/12,1435,32523970,46671896950
1755,004920,2015/12,974,36960027,35999066298
1755,005305,2019/12,72200,775310,55977382000
1755,012600,2014/12,3080,6106308,18807428640
1755,021880,2013/12,727,20634874,15001553398
1755,025920,2011/12,7250,1656906,12012568500
1755,066900,2021/12,4180,22744503,95072022540
1755,083590,2012/12,4870,2607905,12700497350
1755,123570,2018/12,2155,22276078,48004948090
1755,226610,2016/12,8200,5760001,47232008200
1755,270520,2020/12,2425,31126299,75481275075
1756,001275,2019/12,18650,3000000,55950000000
1756,001465,2013/12,69600,215385,14990796000
1756,002690,2018/12,3195,15000000,47925000000
1756,019590,2016/12,448,105253756,47153682688
1756,039020,2017/12,3250,14327078,46563003500
1756,051980,2014/12,1015,18449870,18726618050
1756,083580,2011/12,4600,2607905,11996363000
1756,083580,2012/12,4865,2607905,12687457825
1756,090080,2021/12,1730,54902259,94980908070
1756,189860,2015/12,7400,4849390,35885486000
1756,294630,2020/12,3705,20365160,75452917800
1757,002420,2011/12,29350,407592,11962825200
1757,013360,2016/12,8800,5340364,46995203200
1757,033430,2017/12,5030,9248139,46518139170
1757,043910,2019/12,1050,53149357,55806824850
1757,045300,2012/12,1825,6939936,12665383200
1757,047440,2015/12,2155,16618129,35812067995
1757,057880,2018/12,1700,28091152,47754958400
1757,073570,2014/12,1325,14064745,18635787125
1757,109820,2013/12,3510,4268000,14980680000
1757,115500,2020/12,6280,12000000,75360000000
1757,226360,2021/12,1330,71353755,94900494150
1758,003350,2013/12,3295,4532000,14932940000
1758,008500,2015/12,29750,1200000,35700000000
1758,009620,2020/12,1975,38092246,75232185850
1758,028040,2017/12,2230,20770521,46318261830
1758,032860,2016/12,783,59957450,46946683350
1758,036480,2014/12,48900,380000,18582000000
1758,036920,2011/12,482,24781015,11944449230
1758,071280,2018/12,3120,15296603,47725401360
1758,083570,2012/12,4855,2607905,12661378775
1758,090470,2021/12,6490,14597808,94739773920
1758,246720,2019/12,4860,11482523,55805061780
1759,004780,2020/12,4720,15903199,75063099280
1759,020120,2016/12,2965,15832549,46943507785
1759,023460,2021/12,2545,37200000,94674000000
1759,032540,2018/12,3425,13931609,47715760825
1759,033790,2014/12,1625,11411400,18543525000
1759,051630,2019/12,4650,12000000,55800000000
1759,083590,2011/12,4580,2607905,11944204900
1759,140910,2013/12,4100,3628735,14877813500
1759,149130,2012/12,3945,3200000,12624000000
1759,153360,2015/12,2210,16149790,35691035900
1759,174880,2017/12,7640,6045000,46183800000
1760,001140,2012/12,12250,1027304,12584474000
1760,005110,2013/12,428,34458589,14748276092
1760,015020,2011/12,278,42851600,11912744800
1760,030720,2015/12,8780,4059609,35643367020
1760,053270,2016/12,2365,19794174,46813221510
1760,064290,2018/12,4320,11043483,47707846560
1760,072950,2014/12,3085,6000000,18510000000
1760,091970,2019/12,2170,25705129,55780129930
1760,092460,2020/12,6390,11744978,75050409420
1760,123570,2017/12,4145,11138039,46167171655
1760,258610,2021/12,5360,17633573,94515951280
1761,001685,2013/12,10700,1370223,14661386100
1761,005670,2018/12,5950,8000000,47600000000
1761,009770,2020/12,29900,2499971,74749132900
1761,013700,2011/12,2630,4515228,11875049640
1761,033050,2016/12,1435,32579342,46751355770
1761,045510,2014/12,701,26388259,18498169559
1761,060260,2017/12,1875,24613919,46151098125
1761,065270,2015/12,2605,13603563,35437281615
1761,083600,2012/12,4825,2607905,12583141625
1761,086670,2021/12,11600,8146529,94499736400
1761,216280,2019/12,13800,4040000,55752000000
1762,020180,2020/12,1945,38428915,74744239675
1762,026150,2016/12,4670,9994814,46675781380
1762,032980,2015/12,1700,20834204,35418146800
1762,044960,2018/12,3765,12641883,47596689495
1762,073930,2012/12,1005,12459693,12521991465
1762,082250,2013/12,4695,3119040,14643892800
1762,089790,2019/12,5400,10315513,55703770200
1762,093820,2011/12,289,40820000,11796980000
1762,104040,2014/12,3465,5338167,18496748655
1762,176440,2017/12,3440,13402200,46103568000
1762,211050,2021/12,21000,4493990,94373790000
1763,000440,2015/12,28350,1245426,35307827100
1763,002420,2012/12,30700,407592,12513074400
1763,005670,2020/12,7450,10000000,74500000000
1763,024900,2017/12,1410,32564980,45916621800
1763,039420,2019/12,2305,24154730,55676652650
1763,053810,2014/12,406,45311627,18396520562
1763,058370,2013/12,668,21862703,14604285604
1763,074610,2016/12,2640,17666353,46639171920
1763,076080,2021/12,4525,20816746,94195775650
1763,081930,2011/12,4850,2431640,11793454000
1763,094360,2018/12,6390,7415627,47385856530
1764,038010,2012/12,13900,900000,12510000000
1764,043710,2011/12,700,16823746,11776622200
1764,046120,2014/12,2265,8080385,18302072025
1764,052220,2019/12,2420,23000000,55660000000
1764,054630,2013/12,1715,8496720,14571874800
1764,059120,2015/12,6270,5630000,35300100000
1764,090410,2016/12,5820,8012000,46629840000
1764,101240,2020/12,7340,10138184,74414270560
1764,126640,2017/12,1260,36373887,45831097620
1764,189980,2018/12,6450,7341291,47351326950
1764,340360,2021/12,2300,40910160,94093368000
1765,011390,2015/12,33400,1056000,35270400000
1765,014440,2020/12,3705,20000000,74100000000
1765,033430,2016/12,503,92481390,46518139170
1765,039310,2019/12,3070,18121667,55633517690
1765,052900,2021/12,1820,51628046,93963043720
1765,063440,2017/12,1195,38307875,45777910625
1765,099520,2011/12,1685,6933096,11682266760
1765,101140,2012/12,1110,11226327,12461222970
1765,121890,2013/12,3815,3800000,14497000000
1765,177830,2018/12,4360,10834424,47238088640
1765,203450,2014/12,1665,10907000,18160155000
1766,010600,2011/12,1020,11447426,11676374520
1766,031820,2016/12,1460,31851466,46503140360
1766,044060,2015/12,4250,8289879,35231985750
1766,044480,2014/12,2110,8600000,18146000000
1766,052670,2021/12,3225,29129064,93941231400
1766,064520,2020/12,1005,73686477,74054909385
1766,064820,2018/12,1850,25528573,47227860050
1766,119830,2012/12,2350,5209046,12241258100
1766,119830,2013/12,2765,5209046,14403012190
1766,208640,2019/12,566,98282387,55627831042
1766,232680,2017/12,10800,4230205,45686214000
1767,001140,2011/12,11300,1027304,11608535200
1767,008800,2014/12,2990,6038978,18056544220
1767,011330,2021/12,1290,72688462,93768115980
1767,013700,2017/12,10100,4515228,45603802800
1767,018700,2015/12,3035,11532127,35000005445
1767,024850,2012/12,340,35828000,12181520000
1767,049120,2019/12,2110,26359944,55619481840
1767,054410,2016/12,9190,5060000,46501400000
1767,065570,2018/12,5360,8800000,47168000000
1767,099520,2020/12,2525,29301683,73986749575
1767,148250,2013/12,6000,2386828,14320968000
1768,004450,2021/12,43500,2154379,93715486500
1768,010580,2016/12,1055,44073947,46498014085
1768,026910,2013/12,2230,6405405,14284053150
1768,031310,2017/12,2890,15772574,45582738860
1768,053160,2015/12,5820,6000000,34920000000
1768,068630,2011/12,136,85284720,11598721920
1768,071930,2012/12,517,23538201,12169249917
1768,147760,2019/12,5140,10819866,55614111240
1768,200350,2014/12,18000,1000000,18000000000
1768,233250,2018/12,27000,1746534,47156418000
1768,274090,2020/12,8070,9152689,73862200230
1769,014910,2014/12,1320,13621761,17980724520
1769,024840,2019/12,1685,32950848,55522178880
1769,024890,2020/12,1790,41249152,73835982080
1769,027970,2013/12,326,43511730,14184823980
1769,036620,2011/12,868,13086546,11359121928
1769,076080,2016/12,2580,18021293,46494935940
1769,078650,2017/12,1515,30071471,45558278565
1769,078940,2015/12,2360,14796104,34918805440
1769,091440,2012/12,1745,6957040,12140034800
1769,092600,2021/12,4125,22610149,93266864625
1769,123700,2018/12,3020,15604898,47126791960
1770,012320,2020/12,31200,2365023,73788717600
1770,024940,2013/12,1410,10000000,14100000000
1770,026250,2012/12,356,33715545,12002734020
1770,044990,2015/12,4800,7224729,34678699200
1770,051170,2014/12,847,21125439,17893246833
1770,065440,2016/12,3040,15275020,46436060800
1770,065690,2017/12,3280,13864500,45475560000
1770,078130,2011/12,5670,2000000,11340000000
1770,078140,2021/12,8410,11086579,93238129390
1770,131090,2019/12,1460,38000000,55480000000
1770,238120,2018/12,13100,3594724,47090884400
1771,009470,2015/12,5200,6613820,34391864000
1771,023810,2017/12,4545,10000000,45450000000
1771,039850,2013/12,305,45980542,14024065310
1771,041440,2021/12,5200,17915944,93162908800
1771,058370,2011/12,562,20039811,11262373782
1771,067770,2014/12,2130,8396593,17884743090
1771,088290,2012/12,1230,9732774,11971312020
1771,119860,2016/12,7000,6624911,46374377000
1771,214680,2020/12,1420,51782343,73530927060
1771,215480,2019/12,1355,40924427,55452598585
1771,263810,2018/12,5800,8117336,47080548800
1772,001685,2014/12,13050,1370223,17881410150
1772,008260,2020/12,2565,28600117,73359300105
1772,011080,2017/12,1165,38955668,45383353220
1772,043580,2011/12,883,12513430,11049358690
1772,064090,2012/12,682,17533993,11958183226
1772,071280,2021/12,6090,15296603,93156312270
1772,093230,2018/12,194,242188696,46984607024
1772,109080,2015/12,6100,5636000,34379600000
1772,131220,2016/12,6480,7156281,46372700880
1772,182360,2013/12,2000,7000000,14000000000
1772,318000,2019/12,6820,8129825,55445406500
1773,001420,2014/12,2350,7600000,17860000000
1773,042940,2021/12,1125,82716377,93055924125
1773,043910,2020/12,1380,53149357,73346112660
1773,046310,2012/12,1715,6940000,11902100000
1773,053060,2011/12,1800,6122200,11019960000
1773,067920,2016/12,4530,10228248,46333963440
1773,072990,2017/12,9890,4579934,45295547260
1773,086670,2019/12,6780,8146529,55233466620
1773,094970,2018/12,2800,16748240,46895072000
1773,134060,2013/12,2930,4769250,13973902500
1773,177830,2015/12,6400,5355636,34276070400
1774,003580,2014/12,3755,4714788,17704028940
1774,028040,2012/12,1500,7916539,11874808500
1774,032800,2013/12,591,23600225,13947732975
1774,052300,2020/12,315,232418093,73211699295
1774,060480,2016/12,4175,11090000,46300750000
1774,065420,2017/12,855,52830995,45170500725
1774,085910,2018/12,4250,11013678,46808131500
1774,097870,2019/12,6500,8490000,55185000000
1774,109070,2011/12,1235,8891296,10980750560
1774,130740,2015/12,3625,9450000,34256250000
1774,170920,2021/12,11600,8019363,93024610800
1775,000105,2017/12,191000,236188,45111908000
1775,000520,2016/12,8410,5500000,46255000000
1775,007815,2012/12,3990,2964690,11829113100
1775,037370,2020/12,9760,7500000,73200000000
1775,067630,2014/12,1325,13358289,17699732925
1775,073540,2011/12,1920,5700000,10944000000
1775,083650,2019/12,2120,26000000,55120000000
1775,138690,2021/12,5420,17124591,92815283220
1775,158310,2015/12,7600,4492420,34142392000
1775,184230,2013/12,1975,7000000,13825000000
1775,230980,2018/12,3700,12625406,46714002200
1776,017650,2017/12,1000,45000000,45000000000
1776,024940,2011/12,1090,10000000,10900000000
1776,028040,2013/12,1395,9895692,13804490340
1776,048470,2015/12,3405,10000000,34050000000
1776,054090,2019/12,2205,24959232,55035106560
1776,066110,2014/12,1140,15300000,17442000000
1776,081930,2012/12,4850,2431640,11793454000
1776,090150,2021/12,5340,17358393,92693818620
1776,131760,2020/12,1705,42925080,73187261400
1776,158310,2016/12,7640,6053122,46245852080
1776,205500,2018/12,1760,26485481,46614446560
1777,008470,2018/12,5540,8404800,46562592000
1777,025620,2013/12,1405,9820465,13797753325
1777,027970,2021/12,1610,57562997,92676425170
1777,044180,2016/12,183,252486194,46204973502
1777,044480,2011/12,1265,8600000,10879000000
1777,058450,2012/12,1205,9780000,11784900000
1777,060260,2014/12,707,24613919,17402040733
1777,124500,2017/12,2945,15278232,44994393240
1777,149980,2020/12,5190,14099995,73178974050
1777,158380,2015/12,3335,10200000,34017000000
1777,327610,2019/12,10000,5497965,54979650000
1778,005257,2011/12,12850,845990,10870971500
1778,014990,2021/12,1310,70712995,92634023450
1778,019490,2015/12,6150,5530735,34014020250
1778,033170,2020/12,853,85728319,73126256107
1778,039670,2019/12,917,59922652,54949071884
1778,058370,2012/12,555,21062703,11689800165
1778,059100,2018/12,6560,7070860,46384841600
1778,071090,2017/12,22400,1999944,44798745600
1778,082260,2013/12,4405,3119040,13739371200
1778,200710,2016/12,5660,8146700,46110322000
1778,202960,2014/12,2800,6204128,17371558400
1779,000157,2019/12,61500,893038,54921837000
