,회사명,거래소코드,회계년도,총자본증가율,총자본순이익률,자기자본순이익률,매출원가대매출액비율,금융비용대총비용비율,자기자본구성비율,순운전자본비율,CASHFLOW대총자본비율,순운전자본회전률,시가총액
207,(주)넥센,005720,2018/12,252.3972501778061,3.61,6.63,73.41,0.47,49.22,10.27,1.59,1.31,294491873500
208,(주)넥센,005720,2019/12,7.134762122745453,2.87,5.96,70.78,0.62,49.21,12.68,5.6,1.23,323941060850
209,(주)넥센,005720,2020/12,3.4454973932501467,0.02,1.05,74.73,0.6,48.15,11.68,6.47,0.96,247908613510
210,(주)넥센,005720,2021/12,7.857120615812561,0.67,2.68,78.84,0.47,46.3,10.77,5.05,0.96,244160535120
211,(주)노루페인트,090350,2011/12,13.251570307500746,1.92,4.01,80.99,1.69,45.71,4.46,4.46,1.23,59400000000
212,(주)노루페인트,090350,2012/12,7.609742167101828,0.9,2.06,79.67,1.63,42.22,10.62,1.86,1.18,91100000000
213,(주)노루페인트,090350,2013/12,0.254385399567052,2.23,5.21,78.19,1.57,43.61,-1.83,0.96,1.16,102200000000
214,(주)노루페인트,090350,2014/12,2.8989124351469497,2.86,6.51,76.16,1.54,44.33,3.48,3.9,1.15,181000000000
215,(주)노루페인트,090350,2015/12,5.268273859836095,5.86,12.78,74.22,1.26,47.34,8.68,4.86,1.18,223000000000
216,(주)노루페인트,090350,2016/12,-0.4030435108947426,1.66,3.47,73.18,1.13,48.45,8.06,6.43,1.21,171000000000
217,(주)노루페인트,090350,2017/12,3.7218138672443226,5.07,10.23,76.21,0.91,50.53,6.72,6.57,1.35,173600000000
218,(주)노루페인트,090350,2018/12,2.6405077236582866,2.12,4.2,78.69,0.81,50.67,7.16,3.9,1.45,164600000000
219,(주)노루페인트,090350,2019/12,3.275687510803448,3.06,6.0,77.29,0.69,51.39,10.98,5.84,1.45,163000000000
220,(주)노루페인트,090350,2020/12,6.267066022893378,2.78,5.48,77.19,0.58,50.08,7.29,7.44,1.27,198200000000
221,(주)노루페인트,090350,2021/12,0.5982068793791129,2.16,4.26,81.93,0.43,51.44,13.99,4.75,1.36,298000000000
222,(주)노루홀딩스,000320,2011/12,5.235411694710172,2.2,4.13,79.76,2.51,46.09,-0.77,4.53,1.12,90674457570
223,(주)노루홀딩스,000320,2012/12,6.200586200281285,2.33,6.18,78.55,2.19,44.5,5.27,2.88,1.1,118787499000
224,(주)노루홀딩스,000320,2013/12,1.9759351507582168,4.26,10.2,76.29,1.85,47.21,0.57,3.66,1.05,215797289850
225,(주)노루홀딩스,000320,2014/12,5.567410622635423,4.23,8.68,74.0,1.56,48.88,6.01,5.51,1.05,331285136100
226,(주)노루홀딩스,000320,2015/12,9.62102851148427,9.35,20.67,72.33,1.16,52.85,17.38,4.41,0.98,323365969500
227,(주)노루홀딩스,000320,2016/12,-1.6479110679489608,2.13,3.15,71.9,1.04,54.99,14.69,4.65,0.96,205898331600
228,(주)노루홀딩스,000320,2017/12,1.900938461459176,6.33,11.67,74.69,0.63,58.42,18.38,4.31,1.11,213987531100
229,(주)노루홀딩스,000320,2018/12,-0.1523292415500765,0.27,-2.19,78.09,0.53,56.88,17.9,1.93,1.18,162816599750
230,(주)노루홀딩스,000320,2019/12,2.0493505493637185,2.0,1.25,76.25,0.54,56.33,18.01,3.22,1.22,166139387500
231,(주)노루홀딩스,000320,2020/12,4.339211334045418,2.83,3.8,75.77,0.63,54.99,14.17,5.13,1.1,145538103450
232,(주)노루홀딩스,000320,2021/12,0.4236578617884013,1.02,0.43,80.25,0.34,55.28,17.7,3.6,1.18,169462175250
233,(주)녹십자,006280,2011/12,11.905341021275378,6.7,8.96,66.29,0.03,73.26,36.89,6.38,1.1,1479124394000
234,(주)녹십자,006280,2012/12,10.928757232488024,6.13,8.32,68.76,0.12,71.8,24.89,5.53,1.17,1403141976500
235,(주)녹십자,006280,2013/12,15.704960288354744,7.0,9.37,69.05,0.01,76.02,31.87,3.64,1.22,1454973981000
236,(주)녹십자,006280,2014/12,20.473889872449096,7.13,9.79,68.16,0.41,69.2,24.69,3.25,1.1,1601055706000
237,(주)녹십자,006280,2015/12,6.372528753689815,6.97,10.27,67.65,0.39,70.5,30.79,3.6,1.02,2138636454000
238,(주)녹십자,006280,2016/12,9.57418692867359,4.39,6.46,70.61,0.38,68.3,32.12,1.4,1.11,1834786466000
239,(주)녹십자,006280,2017/12,9.86492456218984,3.49,5.24,71.52,0.38,65.08,39.12,1.65,1.12,2641157588000
240,(주)녹십자,006280,2018/12,1.1639005342859927,2.0,3.28,74.09,0.43,65.35,34.23,2.1,1.12,1589369168000
241,(주)녹십자,006280,2019/12,13.687398819781713,-0.61,-0.35,72.82,0.52,60.43,28.6,1.4,1.07,1548466285000
242,(주)녹십자,006280,2020/12,9.804522023171542,4.34,7.48,70.71,0.59,59.0,25.22,1.77,0.98,4744734428000
243,(주)녹십자,006280,2021/12,14.443850515943108,5.94,10.3,66.15,0.73,60.91,22.04,3.29,0.91,2547665284000
244,(주)녹십자홀딩스,005250,2011/12,11.05128986397763,1.3,4.97,65.37,1.41,19.46,7.48,2.75,0.19,696017508000
245,(주)녹십자홀딩스,005250,2012/12,-68.5798649075201,2.98,10.42,67.93,0.58,67.26,14.63,5.29,0.21,721883023500
246,(주)녹십자홀딩스,005250,2013/12,12.2922251176593,5.26,6.73,68.13,0.64,67.71,18.31,1.67,1.06,585501214500
247,(주)녹십자홀딩스,005250,2014/12,10.267134775423552,5.94,8.24,67.71,0.83,65.95,22.45,2.01,0.94,982889589000
248,(주)녹십자홀딩스,005250,2015/12,14.952802401060932,5.86,9.11,67.37,0.71,63.51,28.48,1.5,0.79,1972833409500
249,(주)녹십자홀딩스,005250,2016/12,9.259222378040873,3.45,6.27,71.0,0.74,61.22,27.38,0.14,0.84,1119271398000
250,(주)녹십자홀딩스,005250,2017/12,13.845293398723236,2.94,5.47,71.87,0.83,56.22,24.3,2.81,0.87,1845857242500
251,(주)녹십자홀딩스,005250,2018/12,2.6517790475714413,0.75,2.28,73.75,0.94,55.28,18.37,3.46,0.87,1180408071000
252,(주)녹십자홀딩스,005250,2019/12,5.52647797306551,-1.13,0.37,71.81,0.96,54.31,16.13,0.82,0.85,1046377672500
253,(주)녹십자홀딩스,005250,2020/12,16.847695403063376,5.98,19.74,69.16,1.3,51.63,13.36,0.71,0.77,1951670715000
254,(주)녹십자홀딩스,005250,2021/12,7.886950581913747,3.79,5.68,65.85,1.34,54.64,14.27,2.03,0.74,1276815901500
255,(주)농심,004370,2011/12,4.066036421242546,3.77,5.75,73.37,-0.85,66.92,12.05,7.59,1.41,1414214265000
256,(주)농심,004370,2012/12,-5.240612644739346,-0.41,-0.46,72.51,-0.73,67.83,12.42,3.48,1.45,1651437303000
257,(주)농심,004370,2013/12,2.978648833199849,3.98,6.01,71.91,-0.62,68.46,14.94,4.32,1.43,1526743142000
258,(주)농심,004370,2014/12,0.3945578906838566,2.9,4.29,71.33,-0.54,69.85,15.55,5.86,1.38,1535867105000
259,(주)농심,004370,2015/12,8.74840162364464,5.06,7.4,69.2,-0.39,68.07,15.03,6.21,1.41,2673321159000
260,(주)농심,004370,2016/12,2.587290404629248,8.13,11.64,67.83,-0.33,72.64,20.46,8.52,1.37,2022478465000
261,(주)농심,004370,2017/12,-1.2650289950336255,3.68,5.01,66.74,-0.38,75.15,20.27,6.62,1.43,2153255268000
262,(주)농심,004370,2018/12,3.3629563353249807,3.38,4.54,69.96,-0.43,74.94,20.99,4.94,1.47,1548032389000
263,(주)농심,004370,2019/12,4.768930219994811,2.74,3.72,69.37,-0.36,73.15,18.6,5.83,1.45,1462875401000
264,(주)농심,004370,2020/12,2.7318746348542247,5.54,7.5,68.29,-0.29,75.18,20.26,7.23,1.62,1824792600000
265,(주)농심,004370,2021/12,6.398026364065972,3.54,4.73,69.28,-0.22,75.89,19.01,6.8,1.65,1937321477000
266,(주)농심홀딩스,072710,2011/12,3.5610427078077467,4.39,6.15,85.15,1.34,70.72,-4.5,1.84,0.86,235135953000
267,(주)농심홀딩스,072710,2012/12,-2.1234206004245424,1.55,2.12,82.6,1.29,71.76,-4.9,2.19,0.88,282441411000
268,(주)농심홀딩스,072710,2013/12,6.095675585798927,4.9,6.89,76.0,1.14,70.86,-10.29,1.13,0.91,366385410000
269,(주)농심홀딩스,072710,2014/12,0.6949169535790803,2.49,3.5,81.54,1.11,71.55,-8.06,1.4,0.98,482330160000
270,(주)농심홀딩스,072710,2015/12,4.8597523722613625,4.49,6.27,78.27,0.84,71.86,-2.15,1.83,1.29,714219660000
271,(주)농심홀딩스,072710,2016/12,8.038973825696395,7.04,9.81,73.51,0.61,71.8,-3.86,0.93,1.3,558853695000
272,(주)농심홀딩스,072710,2017/12,-2.26856746441124,3.51,4.78,81.13,0.23,75.37,-3.81,3.31,1.24,531026955000
273,(주)농심홀딩스,072710,2018/12,4.320539785898198,4.0,5.32,83.68,0.34,74.98,-1.54,3.11,1.33,324181521000
274,(주)농심홀딩스,072710,2019/12,1.811223037960276,3.04,4.03,85.58,0.38,75.8,-2.21,1.4,1.18,364066515000
275,(주)농심홀딩스,072710,2020/12,2.6037654884752506,5.55,7.23,80.01,0.3,78.0,-1.66,2.07,1.29,358964946000
276,(주)농심홀딩스,072710,2021/12,6.449180903149719,3.82,4.88,83.98,0.1,78.19,-0.87,2.85,1.41,351544482000
277,(주)다우기술,023590,2011/12,-0.8365140269348808,2.85,10.01,54.41,0.59,25.45,4.42,0.34,0.24,462126155100
278,(주)다우기술,023590,2012/12,14.483979454524375,2.11,9.61,64.77,0.27,23.6,46.24,0.02,0.17,706649217750
279,(주)다우기술,023590,2013/12,0.0199030504879547,1.12,4.01,66.38,0.59,24.25,53.58,2.87,0.13,679729247550
280,(주)다우기술,023590,2014/12,10.08434327229296,1.67,6.06,60.49,0.58,23.42,53.59,0.14,0.14,536156073150
281,(주)다우기술,023590,2015/12,34.049663716714704,3.24,12.8,54.96,0.53,20.23,54.54,-2.62,0.15,978092250600
282,(주)다우기술,023590,2016/12,37.19833354014562,2.26,10.95,58.38,0.48,16.37,45.56,-2.71,0.11,807599106000
283,(주)다우기술,023590,2017/12,33.69386590465738,2.12,11.53,56.52,0.39,14.56,43.5,-4.6,0.1,863682377250
284,(주)다우기술,023590,2018/12,47.3797160867083,1.39,9.78,71.29,0.24,12.62,20.55,-5.93,0.11,845735730450
285,(주)다우기술,023590,2019/12,27.89232661764756,1.8,14.61,68.85,0.11,10.77,22.92,-8.87,0.1,852465723000
286,(주)다우기술,023590,2020/12,56.10236230815565,2.14,18.85,68.61,0.18,8.4,37.74,-5.54,0.11,982578912300
287,(주)다우기술,023590,2021/12,19.937254793113592,2.15,21.11,69.66,0.13,9.97,35.44,-5.2,0.11,1022958867600
288,(주)다이나믹디자인,145210,2015/12,-4.563726716550296,0.4,1.03,83.48,1.54,51.11,-6.43,5.34,0.81,111221510400
289,(주)다이나믹디자인,145210,2016/12,-12.911268725852624,-5.93,-13.63,84.34,0.0,36.48,-23.02,4.42,0.75,75217111200
290,(주)대교,019680,2011/12,-5.6655128839074775,5.7,8.0,82.22,-0.14,74.99,18.7,6.11,1.91,528545784000
291,(주)대교,019680,2012/12,-5.169302881451291,2.48,3.66,82.65,-0.13,76.39,16.85,6.06,1.78,537863097500
292,(주)대교,019680,2013/12,3.461190277025425,3.89,5.63,82.02,-0.79,76.76,13.75,10.04,1.81,618330805000
293,(주)대교,019680,2014/12,-0.0135345147935808,4.54,6.38,81.38,-0.62,76.09,17.12,8.3,1.67,596308064000
294,(주)대교,019680,2015/12,-2.556944680275049,5.54,7.09,79.78,-0.68,78.47,22.3,4.95,1.65,753855365000
295,(주)대교,019680,2016/12,3.350543415346259,5.01,6.6,79.77,-0.66,78.15,21.95,8.14,1.67,688634170500
296,(주)대교,019680,2017/12,1.0561947982583042,4.88,6.3,80.19,-0.7,78.98,19.89,10.42,1.65,694563370000
297,(주)대교,019680,2018/12,-3.1232170921144284,2.28,2.94,82.12,-0.67,74.29,16.02,9.46,1.67,567509095000
298,(주)대교,019680,2019/12,10.784412906706748,1.96,2.76,81.61,-0.36,66.66,10.21,7.57,1.71,516687385000
299,(주)대덕,008060,2011/12,10.332339021639454,9.28,12.32,89.2,-0.61,74.8,15.44,14.08,2.1,553838005000
300,(주)대덕,008060,2012/12,5.128224724768714,9.05,11.79,87.94,-0.59,78.59,26.37,16.99,2.17,522120410000
301,(주)대덕,008060,2013/12,-3.5704030039002723,1.55,1.95,95.29,-0.76,80.82,32.62,16.9,2.08,406473179000
302,(주)대덕,008060,2014/12,3.1558334102941537,5.67,7.01,92.34,-0.77,80.02,22.15,14.54,2.1,438190774000
303,(주)대덕,008060,2015/12,-4.003164528052299,5.71,6.84,90.26,-1.09,86.83,42.18,17.14,1.51,371339843000
304,(주)대덕,008060,2016/12,6.147995744251599,4.31,5.06,89.93,-1.07,83.71,32.39,12.81,1.38,398177808000
305,(주)대덕,008060,2017/12,8.855872865598368,6.11,7.22,89.42,-0.89,85.66,37.26,9.47,1.37,481131518000
306,(주)대덕,008060,2018/12,87.27110405386931,23.28,26.9,90.6,-0.76,86.54,34.34,3.33,0.88,709863445200
307,(주)대덕,008060,2019/12,5.711302720241776,5.52,6.38,91.24,-0.51,86.51,31.25,9.04,1.6,815172857400
308,(주)대동,000490,2011/12,5.793591550213423,1.14,2.6,78.26,0.88,41.34,5.73,5.89,1.27,87201171750
309,(주)대동,000490,2012/12,-2.4428139076576576,-0.24,-0.64,78.09,1.07,41.56,0.07,3.62,1.12,134301668600
310,(주)대동,000490,2013/12,4.2197760971940905,-0.17,-0.48,78.04,0.8,39.1,2.16,4.82,1.18,142369260000
311,(주)대동,000490,2014/12,22.35542102995156,0.78,2.21,81.33,0.85,32.59,4.03,0.34,0.92,233722868500
312,(주)대동,000490,2015/12,-2.648477390701688,0.51,1.47,77.49,0.95,33.87,8.39,-1.02,0.79,217587685700
313,(주)대동,000490,2019/12,5.730558535660533,0.38,1.46,76.62,1.14,27.03,-0.87,4.7,0.92,134776232800
314,(주)대동,000490,2020/12,14.899424478395296,2.39,7.71,80.07,1.08,34.97,-3.27,7.66,0.94,161826392200
315,(주)대동,000490,2021/12,34.29254116749723,3.15,10.06,81.65,0.6,30.61,-0.28,2.58,1.01,239654921000
316,(주)대성합동지주,005620,2011/12,15.9783395303571,-1.3,-3.47,84.4,4.2,31.7,-11.39,-2.93,0.95,106145543000
317,(주)대성합동지주,005620,2012/12,12.924805130459664,-2.11,-7.61,82.62,4.53,25.52,-2.61,-5.43,0.73,57300602450
318,(주)대양금속,009190,2018/12,-3.755604212282348,5.91,19.3,93.39,1.68,34.31,7.74,17.3,1.38,44590917460
319,(주)대양금속,009190,2019/12,-1.9369935433548555,3.8,7.06,95.07,1.81,73.72,44.0,6.8,1.55,185384891650
320,(주)대양금속,009190,2020/12,28.43239063190456,-0.63,-0.91,95.56,0.35,65.17,42.97,5.4,1.44,113681035455
321,(주)대양금속,009190,2021/12,35.511840147259946,11.13,17.39,89.09,0.59,63.21,46.6,1.22,1.49,156980640320
322,(주)대우건설,047040,2019/12,11.035814004506149,2.18,8.8,90.12,0.79,25.66,9.95,-0.69,0.82,1970051304120
323,(주)대우건설,047040,2020/12,-4.039938554483605,2.97,11.06,87.71,0.67,28.77,11.14,0.53,0.74,2071878850430
324,(주)대우건설,047040,2021/12,12.379877488685691,4.64,15.09,85.74,0.11,30.76,20.08,16.7,0.71,2398142621260
325,(주)대웅,003090,2012/12,6.765432305840815,9.4,12.9,62.02,0.19,76.86,11.22,3.73,1.3,263964589200
326,(주)대웅,003090,2013/12,76.43994171500839,10.62,10.74,54.25,-0.29,76.47,33.17,6.33,2.03,465135840000
327,(주)대웅,003090,2014/12,12.49467150303126,3.97,5.75,59.93,-0.28,70.12,40.73,6.57,1.42,525022079400
328,(주)대웅,003090,2015/12,22.911117882880923,4.85,8.62,60.92,-0.13,66.69,35.11,4.89,1.36,658167213600
329,(주)대웅,003090,2016/12,18.11025016461376,2.55,4.17,54.62,0.03,58.93,29.54,3.19,1.16,512230843800
330,(주)대웅,003090,2017/12,5.579484844808715,5.68,12.86,54.19,0.4,60.63,28.27,5.37,1.14,1125047313000
331,(주)대웅,003090,2018/12,2.776807713634483,2.08,5.36,55.52,0.43,60.57,22.09,6.07,1.16,1034927244000
332,(주)대웅,003090,2019/12,4.773548050773472,4.38,10.43,53.62,0.39,61.52,28.52,5.51,1.27,752938641000
333,(주)대웅,003090,2020/12,10.152424238972817,6.75,14.99,53.78,0.43,60.78,25.5,7.72,1.21,2924541594000
334,(주)대웅,003090,2021/12,5.23397402930995,5.17,10.79,49.5,0.39,59.83,17.27,6.89,1.11,1805308479000
335,(주)대웅제약,069620,2012/12,-3.233352258250896,6.83,9.19,58.58,0.03,80.15,31.5,12.84,2.0,538340673600
336,(주)대웅제약,069620,2013/12,20.04150564742176,10.92,14.3,57.26,-0.26,75.64,38.85,8.56,1.93,882897015000
337,(주)대웅제약,069620,2014/12,19.90473443601439,4.79,7.2,63.28,-0.16,65.61,46.68,5.77,1.67,778617840000
338,(주)대웅제약,069620,2015/12,36.047526589308966,4.35,9.3,63.96,0.02,61.43,32.15,3.27,1.55,823805482500
339,(주)대웅제약,069620,2016/12,21.19267910249448,2.5,5.51,57.72,0.23,52.81,24.86,2.24,1.33,795997702500
340,(주)대웅제약,069620,2017/12,6.012492356075827,3.01,6.2,57.62,0.64,52.04,20.61,4.92,1.27,1905991587500
341,(주)대웅제약,069620,2018/12,-0.4679755258441317,-1.27,-2.99,60.25,0.7,50.32,12.28,6.27,1.24,2184069387500
342,(주)대웅제약,069620,2019/12,3.1313594613882896,2.35,4.34,57.04,0.66,51.05,21.21,4.22,1.33,1593154062500
343,(주)대웅제약,069620,2020/12,9.732930443745843,1.85,2.38,57.65,0.66,50.86,14.75,5.8,1.28,1911784875000
344,(주)대웅제약,069620,2021/12,3.531473954355377,2.14,4.3,52.75,0.66,49.63,4.54,2.83,1.17,1714813100000
345,(주)대유에이텍,002880,2012/12,6.39845527894628,1.08,4.69,91.59,1.19,25.49,-22.22,3.02,1.56,129177027900
346,(주)대유에이텍,002880,2013/12,13.722612976737071,2.11,9.21,92.72,0.8,23.61,-22.6,7.3,1.43,94560961600
347,(주)대유에이텍,002880,2014/12,70.82379654030986,2.58,10.77,90.97,0.61,16.44,-21.21,4.6,1.24,139861277150
348,(주)대유에이텍,002880,2015/12,0.7416037431171112,1.33,8.46,84.44,0.81,19.35,-22.09,6.27,1.4,200269282590
349,(주)대유에이텍,002880,2016/12,11.01951438574924,0.73,-0.33,83.31,1.04,23.3,-17.14,3.29,1.36,153279781000
350,(주)대유에이텍,002880,2017/12,5.314278282181649,0.2,2.27,83.22,1.07,22.78,-20.02,4.46,1.29,96925916885
351,(주)대유에이텍,002880,2018/12,0.7909585316111489,-4.51,-27.72,84.92,1.03,19.15,-19.0,5.32,1.24,135338123950
352,(주)대유에이텍,002880,2019/12,25.600029676892827,1.78,9.75,84.26,1.04,21.13,-16.38,3.06,1.18,96010556326
353,(주)대유에이텍,002880,2020/12,4.404580986186516,1.89,-1.86,83.66,0.88,20.51,-14.72,5.72,1.16,90344009015
354,(주)대유에이텍,002880,2021/12,13.241785230860495,-0.23,-14.41,84.17,0.79,14.36,-20.76,2.66,1.16,149046877630
355,(주)대유플러스,000300,2011/12,33.070720748445865,-0.87,-3.71,94.15,1.08,15.0,-2.76,1.3,1.23,183812820940
356,(주)대유플러스,000300,2015/12,11.01264980874576,-0.02,-8.36,91.32,0.64,13.59,4.2,0.76,1.29,104863425940
357,(주)대유플러스,000300,2016/12,20.484096309364773,1.1,-4.07,89.44,0.8,12.68,1.52,0.86,1.2,83273897070
358,(주)대유플러스,000300,2017/12,0.0858052147563809,-0.4,-16.54,90.88,0.72,12.82,1.96,0.77,1.27,64327983980
359,(주)대유플러스,000300,2018/12,5.809138719310765,2.13,6.96,85.33,0.94,13.78,20.6,2.59,1.05,85982820840
360,(주)대유플러스,000300,2019/12,8.623797116276096,1.75,4.57,90.29,0.86,14.66,-2.13,3.33,0.39,81615994000
361,(주)대유플러스,000300,2020/12,-56.47590333742317,-0.73,-8.56,88.8,0.62,25.57,-18.63,3.56,0.41,90647063199
362,(주)대유플러스,000300,2021/12,25.60786451795593,0.37,-2.17,90.08,0.93,23.37,-3.49,0.53,0.89,159113387810
363,(주)대창,012800,2011/12,0.2288537484095903,-1.47,-4.04,95.12,1.4,37.35,5.44,0.77,1.55,101165953890
364,(주)대창,012800,2012/12,-1.694555496022751,1.83,4.74,95.54,1.57,39.68,10.0,4.37,1.41,118026946205
365,(주)대창,012800,2013/12,37.90041443326199,-3.28,-10.65,95.85,1.24,28.19,4.14,1.0,1.1,90593656006
366,(주)대창,012800,2014/12,-0.329109382885704,-1.22,-3.36,96.21,1.28,25.61,-1.15,0.72,1.54,80112498621
367,(주)대창,012800,2018/12,1.1666915163262264,2.19,5.7,94.69,1.29,37.85,2.19,3.47,1.52,84304961575
368,(주)대창,012800,2019/12,1.0848110660203067,0.82,2.75,94.76,1.29,37.33,-0.39,3.53,1.43,129875211075
369,(주)대창,012800,2020/12,7.661105556944098,1.18,3.5,93.64,0.96,35.69,7.72,-0.08,1.43,140356368460
370,(주)대창,012800,2021/12,30.70453325336983,3.67,12.01,91.87,0.85,33.81,15.88,-3.18,1.68,165875708180
371,(주)대한항공,003490,2011/12,11.885928675962166,-0.94,-8.43,85.9,4.01,12.37,-14.63,11.72,1.3,3130765948500
372,(주)대한항공,003490,2012/12,2.6132259989048765,1.13,9.7,88.39,3.9,12.64,-12.37,9.43,1.3,3260314884300
373,(주)대한항공,003490,2016/12,-0.9256110467544496,-2.31,-27.24,80.42,2.93,7.82,-24.22,11.55,0.97,1992166998400
374,(주)대한항공,003490,2017/12,2.889144861725621,3.3,29.37,82.62,3.36,15.22,-12.4,11.39,1.07,3210490860900
375,(주)대한항공,003490,2018/12,3.757196026041808,-0.79,-6.44,84.63,3.66,11.32,-14.45,10.95,1.2,3134615153700
376,(주)대한항공,003490,2019/12,5.62799130221019,-2.37,-22.61,87.83,3.98,10.29,-19.26,9.49,1.07,2703072069000
377,(주)대한항공,003490,2020/12,-6.752239449304269,-0.88,-7.22,89.99,4.9,13.15,-15.82,7.36,0.62,4738504193600
378,(주)대한항공,003490,2021/12,5.882645540239065,2.17,8.55,76.66,3.46,25.74,-6.76,13.18,0.6,10208541213750
379,(주)대현,016090,2011/12,4.448639257437945,4.9,9.01,42.5,0.35,55.05,3.93,3.83,1.55,69055522750
380,(주)대현,016090,2012/12,14.444898499507891,3.66,6.98,42.76,0.44,50.25,2.31,1.41,1.52,50942598750
381,(주)대현,016090,2013/12,8.747233956950312,4.24,8.48,42.54,0.51,49.71,5.57,2.68,1.45,105734193850
382,(주)대현,016090,2014/12,4.398033602641595,2.12,4.31,44.43,0.54,48.65,7.86,1.36,1.3,129507406600
383,(주)대현,016090,2015/12,-0.0203771545518576,3.67,7.3,45.37,0.46,51.95,10.15,2.95,1.33,168223781650
384,(주)대현,016090,2016/12,10.635054963069956,19.72,33.5,43.74,-0.19,65.12,36.64,4.12,1.32,188600821150
385,(주)대현,016090,2017/12,-1.1401682018422108,5.03,7.44,44.35,-0.4,70.06,40.9,1.54,1.28,122941471650
386,(주)대현,016090,2018/12,4.909399521172519,5.91,8.34,43.37,-0.65,71.68,44.65,2.79,1.31,102070724550
387,(주)대현,016090,2019/12,1.8237492856370567,6.37,8.65,43.36,-0.72,75.53,41.58,4.9,1.39,110484363450
388,(주)대현,016090,2020/12,-4.085022469140484,3.49,4.48,47.49,-0.75,80.48,40.49,4.32,1.31,83914977450
389,(주)대현,016090,2021/12,10.73765533383678,7.22,9.06,43.29,-0.87,78.92,38.61,7.78,1.47,101406489900
390,(주)대호에이엘,069460,2011/12,13.489726085698234,3.56,11.26,90.38,2.42,30.94,10.22,2.56,1.34,71771649155
391,(주)대호에이엘,069460,2012/12,7.85644641116028,1.7,6.42,92.05,3.16,22.26,-1.77,3.35,0.97,64038220040
392,(주)대호에이엘,069460,2013/12,-11.94395187928097,-1.89,-7.79,93.1,2.57,26.51,-4.7,8.37,0.87,55490745755
393,(주)더블유게임즈,192080,2015/12,653.4252511325586,8.93,9.28,0.0,-1.81,96.26,94.21,10.13,0.32,866451237600
394,(주)더블유게임즈,192080,2016/12,14.233988821324187,11.15,12.91,0.0,-4.64,86.56,60.73,12.42,0.41,684804556600
395,(주)더블유게임즈,192080,2017/12,128.2080094104508,4.97,9.04,0.0,6.07,40.58,-20.29,6.85,0.81,909688073800
396,(주)더블유게임즈,192080,2018/12,-0.0420184921478569,8.8,19.02,0.0,7.84,51.99,-6.21,11.97,1.37,1091188420400
397,(주)더블유게임즈,192080,2019/12,7.820229724076283,10.65,18.93,0.0,6.74,60.22,8.3,14.92,1.87,910286024700
398,(주)더블유게임즈,192080,2020/12,-4.795991476770477,11.9,16.94,0.0,1.84,90.69,15.86,17.9,2.48,1106145020400
399,(주)더블유게임즈,192080,2021/12,35.06143180927454,13.0,16.5,0.0,-0.02,85.74,30.78,14.16,1.38,1063883665800
400,(주)더존비즈온,012510,2011/12,40.70195491755055,3.45,7.72,47.94,2.45,38.62,0.86,14.5,0.96,198807090000
